Disease,Description,Source,Source_URL,Retrieved_Date,Canonical_Query
lymphogranuloma venereum,"Lymphogranuloma venereum is a sexually transmitted infection caused by the invasive serovars L1, L2, L2a, L2b, or L3 of Chlamydia trachomatis.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Lymphogranuloma_venereum,2026-02-07,lymphogranuloma venereum
galactorrhea of unknown cause,"Galactorrhea or lactorrhea is the spontaneous flow of milk from the breast, unassociated with childbirth or nursing.",Wikipedia_search,https://en.wikipedia.org/wiki/Galactorrhea,2026-02-07,galactorrhea | wiki_title:Galactorrhea
g6pd enzyme deficiency,"Glucose-6-phosphate dehydrogenase deficiency (G6PDD), also known as favism, is the most common enzyme deficiency anemia worldwide. It is an inborn error of metabolism that predisposes to red blood cell breakdown. Most of the time, those who are affected have no symptoms. Following a specific trigger, symptoms such as yellowish skin, dark urine, shortness of breath, and feeling tired may develop. Complications can include anemia and newborn jaundice. Some people never have symptoms.",Wikipedia_search,https://en.wikipedia.org/wiki/Glucose-6-phosphate_dehydrogenase_deficiency,2026-02-07,glucose-6-phosphate dehydrogenase deficiency | wiki_title:Glucose-6-phosphate dehydrogenase deficiency
nerve impingement near the shoulder,"Shoulder impingement syndrome is a syndrome involving tendonitis of the rotator cuff muscles as they pass through the subacromial space, the passage beneath the acromion. It is particularly associated with tendonitis of the supraspinatus muscle. This can result in pain, weakness, and loss of movement at the shoulder.",Wikipedia_search,https://en.wikipedia.org/wiki/Shoulder_impingement_syndrome,2026-02-07,shoulder impingement syndrome | wiki_title:Shoulder impingement syndrome
toxoplasmosis,"Toxoplasmosis is a parasitic disease caused by Toxoplasma gondii, an apicomplexan. Infections with toxoplasmosis are associated with a variety of neuropsychiatric and behavioral conditions. Occasionally, people may have a few weeks or months of mild, flu-like illness such as muscle aches and tender lymph nodes. In a small number of people, eye problems may develop. In those with a weakened immune system, severe symptoms such as seizures and poor coordination may occur. If a woman becomes infected during pregnancy, a condition known as congenital toxoplasmosis may affect the child.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Toxoplasmosis,2026-02-07,toxoplasmosis
fibroadenoma,"Fibroadenomas are benign breast tumours characterized by an admixture of stromal and epithelial tissue. Breasts are made of lobules and ducts. These are surrounded by glandular, fibrous and fatty tissues. Fibroadenomas develop from the lobules. The glandular tissue and ducts grow over the lobule to form a solid lump.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Fibroadenoma,2026-02-07,fibroadenoma
open wound of the hand,"A wound is any disruption of or damage to living tissue, such as skin, mucous membranes, or organs. Wounds can either be the sudden result of direct trauma, or can develop slowly over time due to underlying disease processes such as diabetes mellitus, venous/arterial insufficiency, or immunologic disease. Wounds can vary greatly in their appearance depending on wound location, injury mechanism, depth of injury, timing of onset, and wound sterility, among other factors. Treatment strategies for wounds will vary based on the classification of the wound, therefore it is essential that wounds be thoroughly evaluated by a healthcare professional for proper management. In normal physiology, all wounds will undergo a series of steps collectively known as the wound healing process, which include hemostasis, inflammation, proliferation, and tissue remodeling. Age, tissue oxygenation, stress, underlying medical conditions, and certain medications are just a few of the many factors known to affect the rate of wound healing.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Wound,2026-02-07,wound
missed abortion,"Miscarriage, also known in medical terms as a spontaneous abortion, is an end to pregnancy resulting in the loss and expulsion of an embryo or fetus from the womb before it can survive independently. Miscarriage before 6 weeks of gestation is defined as biochemical loss by ESHRE. Once ultrasound or histological evidence shows that a pregnancy has existed, the term used is clinical miscarriage, which can be ""early"" or ""late"". Spontaneous fetal termination after 20 weeks of gestation is known as a stillbirth. The term miscarriage is sometimes used to refer to all forms of pregnancy loss and pregnancy with abortive outcomes before 20 weeks of gestation.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Miscarriage,2026-02-07,missed abortion
diabetic ketoacidosis,"Diabetic ketoacidosis (DKA) is a potentially life-threatening acute complication of diabetes mellitus. Signs and symptoms may include vomiting, abdominal pain, deep gasping breathing, increased urination, weakness, confusion and occasionally loss of consciousness. A person's breath may develop a specific ""fruity"" or acetone smell. The onset of symptoms is usually rapid. People without a previous diagnosis of diabetes may develop DKA as the first obvious symptom.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Diabetic_ketoacidosis,2026-02-07,diabetic ketoacidosis
granuloma inguinale,"Granuloma inguinale is a bacterial disease caused by Klebsiella granulomatis characterized by genital ulcers. It is endemic in many less-developed regions. It is also known as donovanosis, granuloma genitoinguinale, granuloma inguinale tropicum, granuloma venereum, granuloma venereum genitoinguinale, lupoid form of groin ulceration, serpiginous ulceration of the groin, ulcerating granuloma of the pudendum, and ulcerating sclerosing granuloma. Oral manifestations are also notably seen. The lesions of oral cavity are usually secondary to active genital lesions.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Granuloma_inguinale,2026-02-07,granuloma inguinale
ocd,"Obsessive–compulsive disorder (OCD) is a mental disorder in which an individual has intrusive thoughts and feels the need to perform certain behaviors (compulsions) repeatedly to relieve the distress caused by the obsession, to the extent where it impairs general function.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Obsessive%E2%80%93compulsive_disorder,2026-02-07,ocd
injury of the ankle,"A sprained ankle is an injury where sprain occurs on one or more ligaments of the ankle. It is the most commonly occurring injury in sports, mainly in ball sports as well as racquet sports.",Wikipedia_search,https://en.wikipedia.org/wiki/Sprained_ankle,2026-02-07,ankle injury | wiki_title:Sprained ankle
hyponatremia,"Hyponatremia or hyponatraemia is a low concentration of sodium in the blood. It is generally defined as a sodium concentration of less than 135 mmol/L (135 mEq/L), with severe hyponatremia being below 120 mEq/L. Symptoms can be absent, mild or severe. Mild symptoms include a decreased ability to think, headaches, nausea, and poor balance. Severe symptoms include confusion, seizures, and coma; death can ensue.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Hyponatremia,2026-02-07,hyponatremia
stricture of the esophagus,"A benign esophageal stricture, or peptic stricture, is a narrowing or tightening of the esophagus that causes swallowing difficulties.",Wikipedia_search,https://en.wikipedia.org/wiki/Esophageal_stricture,2026-02-07,esophageal stricture | wiki_title:Esophageal stricture
fracture of the ankle,"An ankle fracture is a break of one or more of the bones that make up the ankle joint. Symptoms may include pain, swelling, bruising, and an inability to walk on the injured leg. Complications may include an associated high ankle sprain, compartment syndrome, stiffness, malunion, and post-traumatic arthritis.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Ankle_fracture,2026-02-07,ankle fracture
soft tissue sarcoma,"A soft-tissue sarcoma (STS) is a malignant tumor, a type of cancer, that develops in soft tissue. A soft-tissue sarcoma is often a painless mass that grows slowly over months or years. They may be superficial or deep-seated. Any such unexplained mass must be diagnosed by biopsy. Treatment may include surgery, radiotherapy, chemotherapy, and targeted drug therapy. Bone sarcomas are the other class of sarcomas.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Soft-tissue_sarcoma,2026-02-07,soft tissue sarcoma
bone disorder,"Paget's disease of bone is a condition involving cellular remodeling and deformity of one or more bones. The affected bones show signs of dysregulated bone remodeling at the microscopic level, specifically excessive bone breakdown and subsequent disorganized new bone formation. These structural changes cause the bone to weaken, which may result in deformity, pain, fracture or arthritis of associated joints.",Wikipedia_search,https://en.wikipedia.org/wiki/Paget's_disease_of_bone,2026-02-07,bone disease | wiki_title:Paget's disease of bone
epilepsy,"Epilepsy is a group of neurological disorders characterized by a tendency for recurrent, unprovoked seizures. A seizure is a sudden burst of abnormal electrical activity in the brain that can cause a variety of symptoms, ranging from brief lapses of awareness or muscle jerks to prolonged convulsions. These episodes can result in physical injuries, either directly, such as broken bones, or through causing accidents. The diagnosis of epilepsy typically requires at least two unprovoked seizures occurring more than 24 hours apart. In some cases, however, it may be diagnosed after a single unprovoked seizure if clinical evidence suggests a high risk of recurrence. Isolated seizures that occur without recurrence risk or are provoked by identifiable causes are not considered indicative of epilepsy.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Epilepsy,2026-02-07,epilepsy
personality disorder,"A personality disorder (PD) is a mental disorder characterized by an enduring and pervasive maladaptive pattern of behavior, emotions, cognition, and inner experience, deviating from social norms. As a common feature, this manifests in significant impairment in interpersonal relationships and various aspects of functioning of the self, such as self-concept, in conjunction with pathological personality traits. These patterns develop early, are inflexible, and are associated with significant distress or disability.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Personality_disorder,2026-02-07,personality disorder
herpes zoster,"Shingles, also known as herpes zoster or zona, is a viral disease characterized by a painful skin rash with blisters in a localized area. Typically the rash occurs in a single, wide mark either on the left or right side of the body or face. Two to four days before the rash occurs, there may be tingling or local pain in the area. Other common symptoms are fever, headache, and tiredness. The rash usually heals within two to four weeks, but some people develop ongoing nerve pain which can last for months or years, a condition called postherpetic neuralgia (PHN). In those with poor immune function the rash may occur widely. If the rash involves the eye, vision loss may occur.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Shingles,2026-02-07,herpes zoster
tourette syndrome,"Tourette syndrome (TS), or simply Tourette's, is a motor disorder that begins in childhood or adolescence. It is characterized by multiple movement (motor) tics and at least one vocal (phonic) tic. Common tics are blinking, coughing, throat clearing, sniffing, and facial movements. Tics are typically preceded by an unwanted urge or sensation in the affected area known as a premonitory urge, can sometimes be suppressed temporarily, and characteristically change in location, strength, and frequency. Tourette's is at the more severe end of the spectrum of tic disorders. The tics often go unnoticed by casual observers.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Tourette_syndrome,2026-02-07,tourette syndrome
avascular necrosis,"Avascular necrosis (AVN), also called osteonecrosis or bone infarction, is death of bone tissue due to interruption of the blood supply. Early on, there may be no symptoms. Gradually joint pain may develop, which may limit the person's ability to move. Complications may include collapse of the bone or nearby joint surface.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Avascular_necrosis,2026-02-07,avascular necrosis
strep throat,"Streptococcal pharyngitis, also known as streptococcal sore throat, is pharyngitis caused by Streptococcus pyogenes, a gram-positive, group A streptococcus. Common symptoms include fever, sore throat, red tonsils, and enlarged lymph nodes in the front of the neck. A headache and nausea or vomiting may also occur. Some develop a sandpaper-like rash which is known as scarlet fever. Symptoms typically begin one to three days after exposure and last seven to ten days.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Streptococcal_pharyngitis,2026-02-07,strep throat
spinocerebellar ataxia,"Spinocerebellar ataxia (SCA) is a progressive, degenerative, genetic disease with multiple types, each of which could be considered a neurological condition in its own right. An estimated 150,000 people in the United States have a diagnosis of spinocerebellar ataxia at any given time. SCA is hereditary, progressive, degenerative. There is no known effective treatment or cure. SCA can affect anyone of any age. The disease is caused by either a recessive or dominant gene. In many cases people are not aware that they carry a relevant gene until they have children who begin to show signs of having the disorder. Currently, research is being conducted at universities, such as the University of Minnesota, to elucidate many of the unknown characteristics of the disease.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Spinocerebellar_ataxia,2026-02-07,spinocerebellar ataxia
osteomyelitis,Osteomyelitis (OM) is the infectious inflammation of bone.,Wikipedia_fallback,https://en.wikipedia.org/wiki/Osteomyelitis,2026-02-07,osteomyelitis
sjogren syndrome,"Sjögren's disease (SjD), previously known as Sjögren syndrome or Sjögren's syndrome, is a long-term autoimmune disease that primarily affects the body's exocrine glands, particularly the lacrimal and salivary glands. Common symptoms include dry mouth and dry eyes, and it often seriously affects other organ systems, such as the lungs, kidneys, and nervous system.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Sj%C3%B6gren's_disease,2026-02-07,sjogren syndrome
adhesive capsulitis of the shoulder,"Adhesive capsulitis, also known as frozen shoulder, is a condition associated with shoulder pain and stiffness. Onset is gradual over weeks to months. A common shoulder ailment, adhesive capsulitis is marked by pain at rest but especially upon movement, as well as a decrease in range of motion. The shoulder itself, however, often does not hurt significantly when touched.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Adhesive_capsulitis_of_the_shoulder,2026-02-07,adhesive capsulitis of the shoulder
viral hepatitis,"Viral hepatitis is liver inflammation due to a viral infection. It may present in acute form as a recent infection with relatively rapid onset, or in chronic form, typically progressing from a long-lasting asymptomatic condition up to a decompensated hepatic disease and hepatocellular carcinoma (HCC).",Wikipedia_fallback,https://en.wikipedia.org/wiki/Viral_hepatitis,2026-02-07,viral hepatitis
tonsillar hypertrophy,"The tonsils are a set of lymphoid organs facing into the aerodigestive tract, which is known as Waldeyer's tonsillar ring and consists of the adenoid tonsil, two tubal tonsils, two palatine tonsils, and the lingual tonsils. These organs play an important role in the immune system.",Wikipedia_search,https://en.wikipedia.org/wiki/Tonsil,2026-02-07,tonsil hypertrophy | wiki_title:Tonsil
gastritis,"Gastritis is the inflammation of the lining of the stomach. It may occur as a short episode or have a long duration. There may be no symptoms, but the most common symptom is upper abdominal pain. Other symptoms include nausea and vomiting, bloating, indigestion, loss of appetite and heartburn. Complications may include stomach bleeding, stomach ulcers, and stomach tumors. Autoimmune atrophic gastritis may lead to issues including pernicious anemia.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Gastritis,2026-02-07,gastritis
skin cancer,"Skin cancers are cancers that arise from the skin. They are due to the development of abnormal cells that have the ability to invade or spread to other parts of the body. It occurs when skin cells grow uncontrollably, forming malignant tumors. The primary cause of skin cancer is prolonged exposure to ultraviolet (UV) radiation from the sun or tanning devices. Skin cancer is the most commonly diagnosed form of cancer in humans. There are three main types of skin cancers: basal-cell skin cancer (BCC), squamous-cell skin cancer (SCC) and melanoma. The first two, along with a number of less common skin cancers, are known as nonmelanoma skin cancer (NMSC). Basal-cell cancer grows slowly and can damage the tissue around it but is unlikely to spread to distant areas or result in death. It often appears as a painless raised area of skin that may be shiny with small blood vessels running over it or may present as a raised area with an ulcer. Squamous-cell skin cancer is more likely to spread. It usually presents as a hard lump with a scaly top but may also form an ulcer. Melanomas are the most aggressive. Signs include a mole that has changed in size, shape, color, has irregular edges, has more than one color, is itchy or bleeds.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Skin_cancer,2026-02-07,skin cancer
rheumatic fever,"Rheumatic fever (RF) is an inflammatory disease that can involve the heart, joints, skin, and brain. The disease typically develops two to four weeks after a streptococcal throat infection. Signs and symptoms include fever, multiple painful joints, involuntary muscle movements, and occasionally a characteristic non-itchy rash known as erythema marginatum. The heart is involved in about half of the cases. Damage to the heart valves, known as rheumatic heart disease (RHD), usually occurs after repeated attacks but can sometimes occur after one. The damaged valves may result in heart failure, atrial fibrillation and infection of the valves.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Rheumatic_fever,2026-02-07,rheumatic fever
aphthous ulcer,"Aphthous stomatitis, or recurrent aphthous stomatitis (RAS), commonly referred to as a canker sore or salt blister, is a common condition characterized by the repeated formation of benign and non-contagious mouth ulcers (aphthae) in otherwise healthy individuals.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Aphthous_stomatitis,2026-02-07,aphthous ulcer
tonsillitis,"Tonsillitis is inflammation of the tonsils in the upper part of the throat. It can be acute or chronic. Acute tonsillitis typically has a rapid onset. Symptoms may include sore throat, fever, enlargement of the tonsils, trouble swallowing, and enlarged lymph nodes around the neck. Complications include peritonsillar abscess (quinsy).",Wikipedia_fallback,https://en.wikipedia.org/wiki/Tonsillitis,2026-02-07,tonsillitis
intestinal cancer,"Colorectal cancer, also known as bowel cancer, colon cancer, or rectal cancer, is the development of cancer from the colon or rectum. It is the consequence of uncontrolled growth of colon cells that can invade/spread to other parts of the body. Signs and symptoms may include blood in the stool, a change in bowel movements, weight loss, abdominal pain and fatigue. Most colorectal cancers are due to lifestyle factors and genetic disorders. Risk factors include diet, obesity, smoking, and lack of physical activity. Dietary factors that increase the risk include red meat, processed meat, and alcohol. Another risk factor is inflammatory bowel disease, which includes Crohn's disease and ulcerative colitis. Some of the inherited genetic disorders that can cause colorectal cancer include familial adenomatous polyposis and hereditary non-polyposis colon cancer; however, these represent less than 5% of cases. It typically starts as a benign tumor, often in the form of a polyp, which over time becomes cancerous.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Colorectal_cancer,2026-02-07,intestinal cancer
rocky mountain spotted fever,"Rocky Mountain spotted fever (RMSF) is a bacterial disease spread by ticks. It typically begins with a fever and headache, which is followed a few days later with the development of a rash. The rash is generally made up of small spots of bleeding and starts on the wrists and ankles. Other symptoms may include muscle pains and vomiting. Long-term complications following recovery may include hearing loss or loss of part of an arm or leg.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Rocky_Mountain_spotted_fever,2026-02-07,rocky mountain spotted fever
stomach cancer,"Stomach cancer, also known as gastric cancer, is a malignant tumor of the stomach. It is a cancer that develops in the lining of the stomach, caused by abnormal cell growth. Most cases of stomach cancers are gastric carcinomas, which can be divided into several subtypes, including gastric adenocarcinomas. Lymphomas and mesenchymal tumors may also develop in the stomach. Early symptoms may include heartburn, upper abdominal pain, nausea, and loss of appetite. Later signs and symptoms may include weight loss, yellowing of the skin and whites of the eyes, vomiting, difficulty swallowing, and blood in the stool, among others. The cancer may spread from the stomach to other parts of the body, particularly the liver, lungs, bones, lining of the abdomen, and lymph nodes.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Stomach_cancer,2026-02-07,stomach cancer
developmental disability,"Developmental disability is a diverse group of chronic conditions, comprising mental or physical impairments that arise before adulthood. Developmental disabilities cause individuals living with them many difficulties in certain areas of life, especially in ""language, mobility, learning, self-help, and independent living"". Developmental disabilities can be detected early on and persist throughout an individual's lifespan. Developmental disability that affects all areas of a child's development is sometimes referred to as global developmental delay.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Developmental_disability,2026-02-07,developmental disability
acute stress reaction,"Acute stress reaction (ASR), also known as psychological shock, mental shock, or simply shock, as well as acute stress disorder (ASD), is a psychological response to a terrifying, traumatic, or surprising experience. The reactions may include but are not limited to intrusive thoughts, or dissociation, and reactivity symptoms such as avoidance or hyperarousal. It may be exhibited for days or weeks after the traumatic event. If the condition is not correctly addressed, it may develop into post-traumatic stress disorder (PTSD).",Wikipedia_fallback,https://en.wikipedia.org/wiki/Acute_stress_reaction,2026-02-07,acute stress reaction
delirium,"Delirium is a specific state of acute confusion attributable to the direct physiological consequence of a medical condition, effects of a psychoactive substance, or multiple causes, which usually develops over the course of hours to days. As a syndrome, delirium presents with disturbances in attention, awareness, and higher-order cognition. People with delirium may experience other neuropsychiatric disturbances including changes in psychomotor activity, disrupted sleep-wake cycle, emotional disturbances, disturbances of consciousness, or altered state of consciousness, as well as perceptual disturbances, although these features are not required for diagnosis.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Delirium,2026-02-07,delirium
callus,"A callus is an area of thickened and sometimes hardened skin that forms as a response to repeated friction, pressure, or other irritation. Since repeated contact is required, calluses are most often found on the feet and hands, but they may occur anywhere on the skin. Some degree of callus, such as on the bottom of the foot, is normal.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Callus,2026-02-07,callus
guillain barre syndrome,"Guillain–Barré syndrome (GBS) is a rapid-onset muscle weakness caused by the immune system damaging the peripheral nervous system. Typically, both sides of the body are involved, and the initial symptoms are changes in sensation or pain often in the back along with muscle weakness, beginning in the feet and hands, often spreading to the arms and upper body. The symptoms may develop over hours to a few weeks. During the acute phase, the disorder can be life-threatening, with about 15% of people developing respiratory muscle weakness requiring mechanical ventilation. Some are affected by changes in the function of the autonomic nervous system, which can lead to dangerous abnormalities in heart rate and blood pressure.",Wikipedia_search,https://en.wikipedia.org/wiki/Guillain%E2%80%93Barr%C3%A9_syndrome,2026-02-07,guillain barre syndrome | wiki_title:Guillain–Barré syndrome
lumbago,"Low back pain or lumbago is a common disorder involving the muscles, nerves, and bones of the back, in between the lower edge of the ribs and the lower fold of the buttocks. Pain can vary from a dull constant ache to a sudden sharp feeling. Low back pain may be classified by duration as acute, sub-chronic, or chronic. The condition may be further classified by the underlying cause as either mechanical, non-mechanical, or referred pain. The symptoms of low back pain usually improve within a few weeks from the time they start, with 40–90% of people recovered by six weeks.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Low_back_pain,2026-02-07,lumbago
deviated nasal septum,"Nasal septum deviation is a physical disorder of the nose, involving a displacement of the nasal septum. Some displacement is common, affecting 80% of people, mostly without their knowledge.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Nasal_septum_deviation,2026-02-07,deviated nasal septum
hemangioma,"A hemangioma or haemangioma is a usually benign vascular tumor derived from blood vessel cell types. The most common form, seen in infants, is an infantile hemangioma, known colloquially as a ""strawberry mark"", most commonly presenting on the skin at birth or in the first weeks of life. A hemangioma can occur anywhere on the body, but most commonly appears on the face, scalp, chest or back. They tend to grow for up to a year before gradually shrinking as the child gets older. A hemangioma may need to be treated if it interferes with vision or breathing or is likely to cause long-term disfigurement. In rare cases internal hemangiomas can cause or contribute to other medical problems. They usually disappear by 10 years of age. The first line treatment option is beta blockers, which are highly effective in the majority of cases. Hemangiomas present at birth are called congenital hemangiomas, while those that form later in life are called infantile hemangiomas.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Hemangioma,2026-02-07,hemangioma
peripheral arterial disease,"Peripheral artery disease (PAD) is a vascular disorder that causes abnormal narrowing of arteries other than those that supply the heart or brain. PAD can happen in any blood vessel, but it is more common in the legs than the arms.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Peripheral_artery_disease,2026-02-07,peripheral arterial disease
chronic back pain,"Back pain is pain felt in the back. It may be classified as neck pain (cervical), middle back pain (thoracic), lower back pain (lumbar) or coccydynia based on the segment affected. The lumbar area is the most common area affected. An episode of back pain may be acute, subacute or chronic depending on the duration. The pain may be characterized as a dull ache, shooting or piercing pain or a burning sensation. Discomfort can radiate to the arms and hands as well as the legs or feet, and may include numbness or weakness in the legs and arms.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Back_pain,2026-02-07,chronic back pain
heart failure,"Heart failure (HF), also known as congestive heart failure (CHF), is a syndrome caused by an impairment in the heart's ability to fill with and pump blood.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Heart_failure,2026-02-07,heart failure
conjunctivitis,"Conjunctivitis, also known as pink eye, is inflammation of the conjunctiva, the thin and clear layer that covers the white surface of the eye and the inner eyelid. It makes the eye appear pink or reddish. Pain, burning, scratchiness, or itchiness may occur. The affected eye may have increased tears or be stuck shut in the morning. Swelling of the sclera may also occur. Itching is more common in cases that are due to allergies. Conjunctivitis can affect one or both eyes.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Conjunctivitis,2026-02-07,conjunctivitis
herniated disk,"A disc herniation or spinal disc herniation is an injury to the intervertebral disc between two vertebrae, usually caused by excessive strain or trauma to the spine. It may result in back pain, pain or sensation in different parts of the body, and physical disability. The most conclusive diagnostic tool for disc herniation is MRI, and treatments may range from painkillers to surgery. Protection from disc herniation is best provided by core strength and an awareness of body mechanics including good posture.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Disc_herniation,2026-02-07,herniated disk
rhabdomyolysis,"Rhabdomyolysis is a condition in which damaged skeletal muscle breaks down rapidly. Symptoms may include muscle pains, weakness, vomiting, and confusion. There may be tea-colored urine or an irregular heartbeat. Some of the muscle breakdown products, such as the protein myoglobin, are harmful to the kidneys and can cause acute kidney injury.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Rhabdomyolysis,2026-02-07,rhabdomyolysis
mastitis,"Mastitis is inflammation of the breast or udder, usually associated with breastfeeding. Symptoms typically include local pain and redness. There is often an associated fever and general soreness. Onset is typically fairly rapid and usually occurs within the first few months of delivery. Complications can include abscess formation.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Mastitis,2026-02-07,mastitis
abdominal aortic aneurysm,"Abdominal aortic aneurysm (AAA) is a localized enlargement of the abdominal aorta such that the diameter is greater than 3 cm or more than 50% larger than normal. An AAA usually causes no symptoms, except during rupture. Occasionally, abdominal, back, or leg pain may occur. Large aneurysms can sometimes be felt by pushing on the abdomen. Rupture may result in pain in the abdomen or back, low blood pressure, or loss of consciousness, and often results in death.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Abdominal_aortic_aneurysm,2026-02-07,abdominal aortic aneurysm
pulmonary embolism,"Pulmonary embolism (PE) is a blockage of an artery in the lungs by a substance that has moved from elsewhere in the body through the bloodstream (embolism). Symptoms of a PE may include shortness of breath, chest pain particularly upon breathing in, and coughing up blood. Symptoms of a blood clot in the leg may also be present, such as a red, warm, swollen, and painful leg. Signs of a PE include low blood oxygen levels, rapid breathing, rapid heart rate, and sometimes a mild fever. Severe cases can lead to passing out, abnormally low blood pressure, obstructive shock, and sudden death.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Pulmonary_embolism,2026-02-07,pulmonary embolism
conduct disorder,"Conduct disorder (CD) is a mental disorder diagnosed in childhood or adolescence that presents itself through a repetitive and persistent pattern of behavior that includes theft, lies, physical violence that may lead to destruction, and reckless breaking of rules, in which the basic rights of others or major age-appropriate norms are violated. These behaviors are often referred to as ""antisocial behaviors"", and is often seen as the precursor to antisocial personality disorder; however, the latter, by definition, cannot be diagnosed until the individual is 18 years old. Conduct disorder may result from parental rejection and neglect and in such cases can be treated with family therapy, as well as behavioral modifications and pharmacotherapy. It may also be caused by environmental lead exposure. Conduct disorder is estimated to affect 51.1 million people globally as of 2013.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Conduct_disorder,2026-02-07,conduct disorder
mastectomy,"Mastectomy is the medical term for the surgical removal of one or both breasts, partially or completely. A mastectomy is usually carried out to treat breast cancer. In some cases, women believed to be at high risk of breast cancer choose to have the operation as a preventive measure. Alternatively, some women can choose to have a wide local excision, also known as a lumpectomy, an operation in which a small volume of breast tissue containing the tumor and a surrounding margin of healthy tissue is removed to conserve the breast. Both mastectomy and lumpectomy are referred to as ""local therapies"" for breast cancer, targeting the area of the tumor, as opposed to systemic therapies, such as chemotherapy, hormonal therapy, or immunotherapy.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Mastectomy,2026-02-07,mastectomy
epididymitis,"Epididymitis is a medical condition characterized by inflammation of the epididymis, a curved structure at the back of the testicle. Onset of pain is typically over a day or two. The pain may improve with raising the testicle. Other symptoms may include swelling of the testicle, burning with urination, or frequent urination. Inflammation of the testicle is commonly also present.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Epididymitis,2026-02-07,epididymitis
premature rupture of amniotic membrane,"Prelabor rupture of membranes (PROM), previously known as premature rupture of membranes, is breakage of the amniotic sac before the onset of labour. Women usually experience a painless gush or a steady leakage of fluid from the vagina. Complications in the baby may include premature birth, cord compression, and infection. Complications in the mother may include placental abruption and postpartum endometritis.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Prelabor_rupture_of_membranes,2026-02-07,premature rupture of membranes
molluscum contagiosum,"Molluscum contagiosum (MC), sometimes called water warts, is a viral infection of the skin that results in small raised pink lesions with a dimple in the center. They may become itchy or sore, and occur singularly or in groups. Any area of the skin may be affected, with abdomen, legs, arms, neck, genital area, and face being the most common. Onset of the lesions is around seven weeks after infection. They usually go away within a year without scarring.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Molluscum_contagiosum,2026-02-07,molluscum contagiosum
necrotizing fasciitis,"Necrotizing fasciitis (NF), also known as flesh-eating disease, is an infection that kills the body's soft tissue. It is a serious disease that begins and spreads quickly. Symptoms include red or purple or black skin, swelling, severe pain, fever, and vomiting. The most commonly affected areas are the limbs and perineum.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Necrotizing_fasciitis,2026-02-07,necrotizing fasciitis
leukorrhea,"Leukorrhea or, also known as fluor albus, is a thick, whitish, yellowish or greenish vaginal discharge. It has also been referred to as ""the whites"". There are many causes of leukorrhea, the usual one being estrogen imbalance. The amount of discharge may increase due to vaginal infection, and it may disappear and reappear from time to time. This discharge can keep occurring for years, in which case it becomes more yellow and strong-smelling. It is usually a non-pathological symptom secondary to inflammatory conditions of the vagina or cervix.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Leukorrhea,2026-02-07,leukorrhea
